crime_id,case_id,crime_type,crime_category,description,event_date,event_time,location_id,severity_level,modus_operandi,status,source_document_id,confidence_score,created_at,updated_at
CR00738,C00954,Burglary,Violent,Temporibus ad sit minus minus repudiandae corrupti qui vel.,2026-02-24,14:37:38,L02245,Low,False identity,Reported,DOC01342,0.84,2024-01-12 13:23:24,2024-09-01 13:20:45
CR00739,C00933,Vehicle Theft,Financial,Asperiores tempora odit quisquam modi quia consequuntur modi.,2026-06-20,07:11:56,L02202,High,Online impersonation,Closed,DOC01127,0.73,2025-11-19 21:30:18,2025-11-23 02:30:18
CR00740,C00480,Illegal Gambling,Cyber,Asperiores non expedita nostrum voluptatibus earum ab culpa voluptates recusandae beatae iste necessitatibus qui.,2024-11-01,10:45:10,L01483,High,Forged documents,Confirmed,DOC00692,0.87,2024-10-30 20:30:28,2024-11-16 12:30:28
CR00741,C00723,Vehicle Theft,Organized,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-23,02:04:44,L00355,Low,False identity,Closed,DOC01120,0.89,2024-12-23 00:19:07,2025-11-15 06:51:34
CR00742,C00838,Robbery,Cyber,Sint unde eius pariatur nostrum vel in asperiores minima quo nam ad officia fugiat.,2025-03-12,16:25:31,L01874,Low,False identity,Confirmed,DOC00632,0.88,2026-02-22 13:57:55,2026-03-01 08:57:55
CR00743,C00015,Burglary,Violent,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-04,14:59:50,L02466,Low,Online impersonation,Closed,DOC02781,0.72,2024-04-15 22:17:57,2026-07-28 13:04:43
CR00744,C00815,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-05-18,11:48:43,L01276,Low,False identity,Closed,DOC00920,0.95,2025-04-06 23:29:51,2025-04-23 23:29:51
CR00745,C00390,Assault,Cyber,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2025-10-23,18:34:04,L02354,High,Forged documents,Closed,DOC02541,0.94,2026-04-11 00:38:34,2026-04-14 10:38:34
CR00746,C01103,Vehicle Theft,Cyber,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-03-25,23:35:31,L00594,Critical,Coordinated calls,Confirmed,DOC02214,0.81,2024-04-25 00:11:58,2026-07-08 13:44:03
CR00747,C00399,Vehicle Theft,Organized,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-25,15:29:09,L00344,High,Online impersonation,Reported,DOC00952,0.76,2025-07-13 14:05:04,2025-07-30 03:05:04
CR00748,C01034,Illegal Gambling,Violent,Tempore maxime voluptatum reiciendis minus perspiciatis quasi possimus.,2024-03-16,22:12:36,L00547,High,Forged documents,Closed,DOC00391,0.83,2026-06-30 05:24:06,2026-07-16 03:24:06
CR00749,C00427,Burglary,Organized,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-03-02,18:37:11,L02104,High,Online impersonation,Closed,DOC01919,0.88,2026-06-24 02:13:01,2026-07-22 16:13:01
CR00750,C00091,Robbery,Cyber,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-04-29,08:58:53,L00374,Medium,Coordinated calls,Under Investigation,DOC00797,0.87,2026-08-07 00:19:09,2026-09-02 02:19:09
CR00751,C00132,Burglary,Financial,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-20,23:31:35,L01314,High,Vehicle-based movement,Confirmed,DOC00817,0.89,2026-05-20 11:24:14,2026-05-30 12:24:14
CR00752,C01118,Forgery,Financial,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-02,02:08:12,L02264,High,Forged documents,Reported,DOC02919,0.78,2026-01-12 19:23:01,2026-01-20 14:23:01
CR00753,C00355,Smuggling,Cyber,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2026-08-30,15:55:08,L01869,Low,Vehicle-based movement,Reported,DOC00434,0.74,2025-07-22 23:59:06,2026-02-02 10:55:54
CR00754,C00182,Illegal Gambling,Organized,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-19,19:04:55,L01523,Low,Online impersonation,Reported,DOC00130,0.81,2025-10-01 17:06:25,2025-10-16 18:06:25
CR00755,C00559,Robbery,Property,Recusandae placeat commodi perferendis sed beatae officiis natus error quos deserunt tenetur quo labore quibusdam libero laboriosam expedita.,2024-04-15,23:12:34,L00232,High,False identity,Confirmed,DOC00665,0.91,2024-04-10 21:27:33,2024-05-02 00:17:42
CR00756,C00685,Illegal Gambling,Cyber,Ullam voluptates tempora nobis saepe sequi ducimus quam eaque sed eos fugiat quos.,2025-09-01,20:42:44,L01316,High,Online impersonation,Reported,DOC02096,0.97,2024-11-07 03:41:26,2025-08-30 14:36:50
CR00757,C00076,Assault,Cyber,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2025-03-13,04:39:29,L02453,Critical,Coordinated calls,Closed,DOC00583,0.93,2025-11-06 07:55:44,2026-04-05 17:20:48
CR00758,C00877,Robbery,Cyber,Quibusdam fuga aut animi quidem unde saepe magni rerum.,2025-03-27,00:43:56,L00822,Medium,Forged documents,Under Investigation,DOC02649,0.81,2024-09-11 10:11:30,2025-12-21 12:14:30
CR00759,C00749,Smuggling,Cyber,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-02,15:19:50,L01841,Critical,Coordinated calls,Closed,DOC00105,0.78,2025-03-26 08:07:52,2026-05-07 17:35:20
CR00760,C00050,Forgery,Cyber,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-09,22:43:10,L00448,Low,Forged documents,Confirmed,DOC02069,0.82,2025-11-30 16:21:20,2025-12-28 03:21:20
CR00761,C00136,Vehicle Theft,Property,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-26,20:48:49,L02200,Critical,Layered transactions,Closed,DOC01225,0.85,2025-12-25 08:58:52,2026-07-11 01:33:48
CR00762,C00051,Fraud,Financial,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-04,08:08:36,L00608,Medium,Forged documents,Reported,DOC02230,0.75,2024-03-06 02:18:50,2024-07-01 12:50:46
CR00763,C00552,Cybercrime,Cyber,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-31,12:09:21,L02013,Critical,Online impersonation,Under Investigation,DOC00663,0.76,2026-06-13 22:17:44,2026-07-07 02:43:37
CR00764,C00209,Extortion,Cyber,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-07,11:00:34,L01843,High,False identity,Confirmed,DOC02018,0.96,2025-09-21 20:04:25,2026-01-02 06:11:36
CR00765,C00280,Vehicle Theft,Organized,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-02,14:10:25,L00873,High,Vehicle-based movement,Under Investigation,DOC00554,0.8,2024-02-22 18:07:55,2025-10-08 14:07:33
CR00766,C00481,Money Laundering,Property,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2025-07-12,03:42:59,L00010,Low,False identity,Confirmed,DOC01645,0.94,2026-08-18 22:44:21,2026-08-30 02:44:21
CR00767,C01093,Assault,Financial,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2025-03-15,15:42:16,L00825,Low,Forged documents,Reported,DOC01825,0.96,2026-08-16 12:41:45,2026-09-03 00:41:45
CR00768,C00317,Assault,Property,Architecto numquam eius eius saepe corrupti sunt quisquam cumque fugiat ducimus sequi mollitia odit reprehenderit accusamus numquam.,2024-02-21,19:36:36,L01748,Critical,Layered transactions,Reported,DOC02808,0.77,2025-07-01 09:21:20,2025-07-14 09:21:20
CR00769,C00945,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2025-10-05,02:52:51,L01916,Low,False identity,Under Investigation,DOC01395,0.8,2024-05-24 03:06:54,2024-06-14 08:05:25
CR00770,C00947,Robbery,Organized,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-15,09:13:22,L01164,Low,Online impersonation,Confirmed,DOC01401,0.91,2025-12-18 19:47:13,2026-01-01 01:47:13
CR00771,C00368,Illegal Gambling,Organized,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2026-03-09,00:29:41,L02406,Medium,Layered transactions,Confirmed,DOC00266,0.85,2025-06-05 08:15:03,2025-06-06 03:15:03
CR00772,C01176,Extortion,Organized,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2025-02-26,03:34:26,L00109,Low,Layered transactions,Under Investigation,DOC01463,0.8,2026-07-16 18:52:54,2026-07-21 14:52:54
CR00773,C00572,Illegal Gambling,Cyber,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-10,05:04:08,L02169,Critical,Coordinated calls,Under Investigation,DOC00623,0.8,2024-08-22 05:54:45,2025-03-24 14:37:36
CR00774,C00659,Cybercrime,Cyber,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-28,04:13:34,L01047,High,Online impersonation,Closed,DOC02175,0.89,2024-07-10 18:52:42,2024-08-29 18:40:17
CR00775,C00625,Robbery,Property,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-14,10:41:39,L02331,Medium,False identity,Closed,DOC02365,0.88,2024-05-11 18:38:59,2025-09-20 01:43:33
CR00776,C01090,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-14,11:43:27,L01215,High,Layered transactions,Under Investigation,DOC02784,0.75,2026-05-12 21:35:16,2026-05-31 15:35:16
CR00777,C00166,Vehicle Theft,Property,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-02,15:27:29,L02221,Medium,Layered transactions,Confirmed,DOC02004,0.79,2025-02-15 00:05:29,2025-02-20 03:05:29
CR00778,C00862,Vehicle Theft,Cyber,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-10,19:46:53,L00390,Critical,Coordinated calls,Closed,DOC01997,0.78,2025-04-18 03:46:18,2025-05-01 20:46:18
CR00779,C00001,Vehicle Theft,Cyber,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-04,21:10:14,L01279,Medium,Online impersonation,Under Investigation,DOC02754,0.86,2026-07-11 18:38:47,2026-07-28 21:38:47
CR00780,C00563,Robbery,Violent,Consequatur incidunt reiciendis laudantium voluptates quo fugiat soluta consequuntur ipsam.,2025-07-29,01:25:08,L01883,High,Online impersonation,Reported,DOC01696,0.77,2024-08-19 04:26:28,2024-12-26 21:13:05
CR00781,C00074,Cybercrime,Cyber,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-26,21:24:01,L01764,Medium,Coordinated calls,Closed,DOC01309,0.91,2026-06-20 02:08:29,2026-07-11 17:08:29
CR00782,C01152,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2026-03-21,05:10:07,L00664,High,Layered transactions,Reported,DOC02983,0.78,2026-01-31 16:46:22,2026-02-01 20:46:22
CR00783,C01111,Cybercrime,Organized,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2025-05-28,03:52:56,L01405,Medium,False identity,Closed,DOC01260,0.83,2026-04-23 11:47:04,2026-04-29 03:47:04
CR00784,C00596,Money Laundering,Financial,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2025-04-28,15:28:43,L01768,Low,Online impersonation,Under Investigation,DOC02049,0.76,2026-02-13 23:27:14,2026-02-20 18:27:14
CR00785,C00504,Fraud,Violent,Optio odio quo provident soluta mollitia laudantium iure accusamus tenetur quia provident atque nostrum id.,2024-05-22,22:41:53,L00760,High,Online impersonation,Confirmed,DOC00802,0.75,2024-10-01 18:24:17,2025-10-25 19:38:49
